date,state,state_name,pop,type,number,number_pop
2020-02-25,SP,S<c3><a3>o Paulo,44396484,total_cases,1,0.0022524306204067873
2020-02-26,SP,S<c3><a3>o Paulo,44396484,total_cases,1,0.0022524306204067873
2020-02-27,SP,S<c3><a3>o Paulo,44396484,total_cases,1,0.0022524306204067873
2020-02-28,SP,S<c3><a3>o Paulo,44396484,total_cases,2,0.004504861240813575
2020-02-29,SP,S<c3><a3>o Paulo,44396484,total_cases,2,0.004504861240813575
2020-03-01,SP,S<c3><a3>o Paulo,44396484,total_cases,2,0.004504861240813575
2020-03-02,SP,S<c3><a3>o Paulo,44396484,total_cases,2,0.004504861240813575
2020-03-03,SP,S<c3><a3>o Paulo,44396484,total_cases,2,0.004504861240813575
2020-03-04,SP,S<c3><a3>o Paulo,44396484,total_cases,3,0.006757291861220362
2020-03-05,SP,S<c3><a3>o Paulo,44396484,total_cases,6,0.013514583722440724
2020-03-06,SP,S<c3><a3>o Paulo,44396484,total_cases,10,0.02252430620406787
2020-03-07,SP,S<c3><a3>o Paulo,44396484,total_cases,13,0.029281598065288232
2020-03-08,SP,S<c3><a3>o Paulo,44396484,total_cases,16,0.0360388899265086
2020-03-09,SP,S<c3><a3>o Paulo,44396484,total_cases,16,0.0360388899265086
2020-03-10,SP,S<c3><a3>o Paulo,44396484,total_cases,19,0.042796181787728954
2020-03-11,SP,S<c3><a3>o Paulo,44396484,total_cases,30,0.06757291861220362
2020-03-12,SP,S<c3><a3>o Paulo,44396484,total_cases,46,0.10361180853871221
2020-03-13,SP,S<c3><a3>o Paulo,44396484,total_cases,56,0.12613611474278008
2020-03-14,SP,S<c3><a3>o Paulo,44396484,total_cases,65,0.14640799032644117
2020-03-15,SP,S<c3><a3>o Paulo,44396484,total_cases,136,0.3063305643753231
2020-03-16,SP,S<c3><a3>o Paulo,44396484,total_cases,152,0.34236945430183163
2020-03-17,SP,S<c3><a3>o Paulo,44396484,total_cases,164,0.3693986217467131
2020-03-18,SP,S<c3><a3>o Paulo,44396484,total_cases,241,0.5428357795180357
2020-03-19,SP,S<c3><a3>o Paulo,44396484,total_cases,286,0.6441951574363411
2020-03-20,SP,S<c3><a3>o Paulo,44396484,total_cases,396,0.8919625256810877
2020-03-21,SP,S<c3><a3>o Paulo,44396484,total_cases,459,1.0338656547667153
2020-03-22,SP,S<c3><a3>o Paulo,44396484,total_cases,631,1.4212837214766827
2020-03-23,SP,S<c3><a3>o Paulo,44396484,total_cases,745,1.6780608122030565
2020-03-24,SP,S<c3><a3>o Paulo,44396484,total_cases,810,1.8244688025294975
2020-03-25,SP,S<c3><a3>o Paulo,44396484,total_cases,862,1.9415951947906505
2020-03-26,SP,S<c3><a3>o Paulo,44396484,total_cases,1053,2.3718094432883468
2020-03-27,SP,S<c3><a3>o Paulo,44396484,total_cases,1223,2.7547226487575007
2020-03-28,SP,S<c3><a3>o Paulo,44396484,total_cases,1406,3.1669174522919428
2020-03-29,SP,S<c3><a3>o Paulo,44396484,total_cases,1451,3.2682768302102483
2020-03-30,SP,S<c3><a3>o Paulo,44396484,total_cases,1517,3.4169372511570963
2020-03-31,SP,S<c3><a3>o Paulo,44396484,total_cases,2339,5.268435221131475
2020-04-01,SP,S<c3><a3>o Paulo,44396484,total_cases,2981,6.714495679432632
2020-04-02,SP,S<c3><a3>o Paulo,44396484,total_cases,3506,7.897021755146196
2020-04-03,SP,S<c3><a3>o Paulo,44396484,total_cases,4048,9.117839151406674
2020-04-04,SP,S<c3><a3>o Paulo,44396484,total_cases,4466,10.059355150736712
2020-04-05,SP,S<c3><a3>o Paulo,44396484,total_cases,4620,10.406229466279356
2020-04-06,SP,S<c3><a3>o Paulo,44396484,total_cases,4866,10.960327398899427
2020-04-07,SP,S<c3><a3>o Paulo,44396484,total_cases,5682,12.798310785151365
2020-04-08,SP,S<c3><a3>o Paulo,44396484,total_cases,6708,15.109304601688729
2020-04-09,SP,S<c3><a3>o Paulo,44396484,total_cases,7480,16.848181040642768
2020-04-10,SP,S<c3><a3>o Paulo,44396484,total_cases,8216,18.505969977262165
2020-04-11,SP,S<c3><a3>o Paulo,44396484,total_cases,8419,18.96321339320474
2020-04-12,SP,S<c3><a3>o Paulo,44396484,total_cases,8755,19.72003008166142
2020-04-13,SP,S<c3><a3>o Paulo,44396484,total_cases,8895,20.03537036851837
2020-04-14,SP,S<c3><a3>o Paulo,44396484,total_cases,9371,21.107527343832004
2020-04-15,SP,S<c3><a3>o Paulo,44396484,total_cases,11043,24.87359134115215
2020-04-16,SP,S<c3><a3>o Paulo,44396484,total_cases,11568,26.056117416865714
2020-04-17,SP,S<c3><a3>o Paulo,44396484,total_cases,12841,28.923461596643556
2020-04-18,SP,S<c3><a3>o Paulo,44396484,total_cases,13894,31.2952710399319
2020-04-19,SP,S<c3><a3>o Paulo,44396484,total_cases,14267,32.135427661343634
2020-04-20,SP,S<c3><a3>o Paulo,44396484,total_cases,14580,32.84043844553096
2020-04-21,SP,S<c3><a3>o Paulo,44396484,total_cases,15385,34.65364509495842
2020-04-22,SP,S<c3><a3>o Paulo,44396484,total_cases,15914,35.84518089315361
2020-04-23,SP,S<c3><a3>o Paulo,44396484,total_cases,16740,37.705688585609614
2020-04-24,SP,S<c3><a3>o Paulo,44396484,total_cases,17826,40.15182823937139
2020-04-25,SP,S<c3><a3>o Paulo,44396484,total_cases,20004,45.05762213061737
2020-04-26,SP,S<c3><a3>o Paulo,44396484,total_cases,20715,46.659100301726596
2020-04-27,SP,S<c3><a3>o Paulo,44396484,total_cases,21696,48.86873474034565
2020-04-28,SP,S<c3><a3>o Paulo,44396484,total_cases,24041,54.15068454519957
2020-04-29,SP,S<c3><a3>o Paulo,44396484,total_cases,26158,58.919080168600736
2020-04-30,SP,S<c3><a3>o Paulo,44396484,total_cases,28698,64.64025394443398
2020-05-01,SP,S<c3><a3>o Paulo,44396484,total_cases,30374,68.41532766423575
2020-05-02,SP,S<c3><a3>o Paulo,44396484,total_cases,31174,70.21727216056118
2020-05-03,SP,S<c3><a3>o Paulo,44396484,total_cases,31772,71.56422567156444
2020-05-04,SP,S<c3><a3>o Paulo,44396484,total_cases,32187,72.49898437903326
2020-05-05,SP,S<c3><a3>o Paulo,44396484,total_cases,34053,76.70201991671232
2020-05-06,SP,S<c3><a3>o Paulo,44396484,total_cases,37853,85.26125627425812
2020-05-07,SP,S<c3><a3>o Paulo,44396484,total_cases,39928,89.9350498116022
2020-05-08,SP,S<c3><a3>o Paulo,44396484,total_cases,41830,94.21917285161591
2020-05-09,SP,S<c3><a3>o Paulo,44396484,total_cases,44411,100.03269628288582
2020-05-10,SP,S<c3><a3>o Paulo,44396484,total_cases,45444,102.35945711376604
2020-05-11,SP,S<c3><a3>o Paulo,44396484,total_cases,46131,103.9068769499855
2020-05-12,SP,S<c3><a3>o Paulo,44396484,total_cases,47719,107.48373677519147
2020-05-13,SP,S<c3><a3>o Paulo,44396484,total_cases,51097,115.0924474109256
2020-05-14,SP,S<c3><a3>o Paulo,44396484,total_cases,54286,122.27544865940285
2020-05-15,SP,S<c3><a3>o Paulo,44396484,total_cases,58378,131.49239475810742
2020-05-16,SP,S<c3><a3>o Paulo,44396484,total_cases,61183,137.81046264834845
2020-05-17,SP,S<c3><a3>o Paulo,44396484,total_cases,62345,140.42778702926114
2020-05-18,SP,S<c3><a3>o Paulo,44396484,total_cases,63066,142.05178950657444
2020-05-19,SP,S<c3><a3>o Paulo,44396484,total_cases,65995,148.64915879374593
2020-02-25,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-02-26,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-02-27,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-02-28,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-02-29,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-03-01,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-03-02,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-03-03,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-03-04,RJ,Rio de Janeiro,16550024,total_cases,0,0
2020-03-05,RJ,Rio de Janeiro,16550024,total_cases,1,0.006042287310278221
2020-03-06,RJ,Rio de Janeiro,16550024,total_cases,2,0.012084574620556442
2020-03-07,RJ,Rio de Janeiro,16550024,total_cases,2,0.012084574620556442
2020-03-08,RJ,Rio de Janeiro,16550024,total_cases,3,0.018126861930834664
2020-03-09,RJ,Rio de Janeiro,16550024,total_cases,3,0.018126861930834664
2020-03-10,RJ,Rio de Janeiro,16550024,total_cases,8,0.04833829848222577
2020-03-11,RJ,Rio de Janeiro,16550024,total_cases,13,0.07854973503361687
2020-03-12,RJ,Rio de Janeiro,16550024,total_cases,16,0.09667659696445154
2020-03-13,RJ,Rio de Janeiro,16550024,total_cases,16,0.09667659696445154
2020-03-14,RJ,Rio de Janeiro,16550024,total_cases,22,0.13293032082612086
2020-03-15,RJ,Rio de Janeiro,16550024,total_cases,24,0.1450148954466773
2020-03-16,RJ,Rio de Janeiro,16550024,total_cases,31,0.18731090661862485
2020-03-17,RJ,Rio de Janeiro,16550024,total_cases,33,0.19939548123918127
2020-03-18,RJ,Rio de Janeiro,16550024,total_cases,63,0.3806641005475279
2020-03-19,RJ,Rio de Janeiro,16550024,total_cases,66,0.39879096247836254
2020-03-20,RJ,Rio de Janeiro,16550024,total_cases,109,0.6586093168203261
2020-03-21,RJ,Rio de Janeiro,16550024,total_cases,119,0.7190321899231082
2020-03-22,RJ,Rio de Janeiro,16550024,total_cases,186,1.1238654397117491
2020-03-23,RJ,Rio de Janeiro,16550024,total_cases,233,1.4078529432948255
2020-03-24,RJ,Rio de Janeiro,16550024,total_cases,305,1.8428976296348574
2020-03-25,RJ,Rio de Janeiro,16550024,total_cases,370,2.2356463048029416
2020-03-26,RJ,Rio de Janeiro,16550024,total_cases,421,2.543802957627131
2020-03-27,RJ,Rio de Janeiro,16550024,total_cases,493,2.9788476439671627
2020-03-28,RJ,Rio de Janeiro,16550024,total_cases,558,3.3715963191352474
2020-03-29,RJ,Rio de Janeiro,16550024,total_cases,600,3.6253723861669322
2020-03-30,RJ,Rio de Janeiro,16550024,total_cases,657,3.969782762852791
2020-03-31,RJ,Rio de Janeiro,16550024,total_cases,708,4.27793941567698
2020-04-01,RJ,Rio de Janeiro,16550024,total_cases,832,5.02718304215148
2020-04-02,RJ,Rio de Janeiro,16550024,total_cases,992,5.993949011795995
2020-04-03,RJ,Rio de Janeiro,16550024,total_cases,1074,6.489416571238809
2020-04-04,RJ,Rio de Janeiro,16550024,total_cases,1246,7.528689988606663
2020-04-05,RJ,Rio de Janeiro,16550024,total_cases,1394,8.42294851052784
2020-04-06,RJ,Rio de Janeiro,16550024,total_cases,1461,8.82778176031648
2020-04-07,RJ,Rio de Janeiro,16550024,total_cases,1688,10.199380979749636
2020-04-08,RJ,Rio de Janeiro,16550024,total_cases,1938,11.709952807319192
2020-04-09,RJ,Rio de Janeiro,16550024,total_cases,2216,13.389708679576538
2020-04-10,RJ,Rio de Janeiro,16550024,total_cases,2464,14.888195932525536
2020-04-11,RJ,Rio de Janeiro,16550024,total_cases,2607,15.75224301789532
2020-04-12,RJ,Rio de Janeiro,16550024,total_cases,2855,17.250730270844322
2020-04-13,RJ,Rio de Janeiro,16550024,total_cases,3231,19.522630299508933
2020-04-14,RJ,Rio de Janeiro,16550024,total_cases,3410,20.604199728048734
2020-04-15,RJ,Rio de Janeiro,16550024,total_cases,3743,22.61628140237138
2020-04-16,RJ,Rio de Janeiro,16550024,total_cases,3944,23.830781151737302
2020-04-17,RJ,Rio de Janeiro,16550024,total_cases,4349,26.27790751239998
2020-04-18,RJ,Rio de Janeiro,16550024,total_cases,4543,27.450111250593956
2020-04-19,RJ,Rio de Janeiro,16550024,total_cases,4765,28.791499033475723
2020-04-20,RJ,Rio de Janeiro,16550024,total_cases,4899,29.601165533053003
2020-04-21,RJ,Rio de Janeiro,16550024,total_cases,5306,32.06037646833624
2020-04-22,RJ,Rio de Janeiro,16550024,total_cases,5552,33.54677914666468
2020-04-23,RJ,Rio de Janeiro,16550024,total_cases,6172,37.29299727903718
2020-04-24,RJ,Rio de Janeiro,16550024,total_cases,6282,37.957648883167785
2020-04-25,RJ,Rio de Janeiro,16550024,total_cases,6828,41.25673775457969
2020-04-26,RJ,Rio de Janeiro,16550024,total_cases,7111,42.966705063388424
2020-04-27,RJ,Rio de Janeiro,16550024,total_cases,7944,47.99993039285019
2020-04-28,RJ,Rio de Janeiro,16550024,total_cases,8504,51.38361128660599
2020-04-29,RJ,Rio de Janeiro,16550024,total_cases,8869,53.58904615485754
2020-04-30,RJ,Rio de Janeiro,16550024,total_cases,9453,57.11774194406002
2020-05-01,RJ,Rio de Janeiro,16550024,total_cases,10166,61.425892796288394
2020-05-02,RJ,Rio de Janeiro,16550024,total_cases,10546,63.721961974194116
2020-05-03,RJ,Rio de Janeiro,16550024,total_cases,11139,67.3050383491891
2020-05-04,RJ,Rio de Janeiro,16550024,total_cases,11721,70.82164956377103
2020-05-05,RJ,Rio de Janeiro,16550024,total_cases,12391,74.86998206165744
2020-05-06,RJ,Rio de Janeiro,16550024,total_cases,13295,80.33220979014895
2020-05-07,RJ,Rio de Janeiro,16550024,total_cases,14156,85.53461916429849
2020-05-08,RJ,Rio de Janeiro,16550024,total_cases,15741,95.11164455108947
2020-05-09,RJ,Rio de Janeiro,16550024,total_cases,16929,102.2898818757
2020-05-10,RJ,Rio de Janeiro,16550024,total_cases,17062,103.093506087967
2020-05-11,RJ,Rio de Janeiro,16550024,total_cases,17939,108.392592059081
2020-05-12,RJ,Rio de Janeiro,16550024,total_cases,18486,111.69772321780319
2020-05-13,RJ,Rio de Janeiro,16550024,total_cases,18728,113.15995674689051
2020-05-14,RJ,Rio de Janeiro,16550024,total_cases,19467,117.62520706918612
2020-05-15,RJ,Rio de Janeiro,16550024,total_cases,19987,120.76719647053079
2020-05-16,RJ,Rio de Janeiro,16550024,total_cases,21601,130.51944818931986
2020-05-17,RJ,Rio de Janeiro,16550024,total_cases,22238,134.3683852059671
2020-05-18,RJ,Rio de Janeiro,16550024,total_cases,26665,161.11759112856876
2020-05-19,RJ,Rio de Janeiro,16550024,total_cases,27805,168.00579866228594
2020-02-25,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-02-26,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-02-27,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-02-28,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-02-29,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-01,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-02,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-03,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-04,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-05,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-06,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-07,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-08,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-09,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-10,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-11,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-12,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-13,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-14,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-15,CE,Cear<c3><a1>,8904459,total_cases,0,0
2020-03-16,CE,Cear<c3><a1>,8904459,total_cases,9,0.10107295681860066
2020-03-17,CE,Cear<c3><a1>,8904459,total_cases,10,0.11230328535400073
2020-03-18,CE,Cear<c3><a1>,8904459,total_cases,19,0.2133762421726014
2020-03-19,CE,Cear<c3><a1>,8904459,total_cases,20,0.22460657070800147
2020-03-20,CE,Cear<c3><a1>,8904459,total_cases,68,0.7636623404072049
2020-03-21,CE,Cear<c3><a1>,8904459,total_cases,84,0.9433475969736062
2020-03-22,CE,Cear<c3><a1>,8904459,total_cases,125,1.403791066925009
2020-03-23,CE,Cear<c3><a1>,8904459,total_cases,164,1.841773879805612
2020-03-24,CE,Cear<c3><a1>,8904459,total_cases,185,2.0776107790490137
2020-03-25,CE,Cear<c3><a1>,8904459,total_cases,211,2.3695993209694155
2020-03-26,CE,Cear<c3><a1>,8904459,total_cases,237,2.6615878628898173
2020-03-27,CE,Cear<c3><a1>,8904459,total_cases,282,3.1669526469828204
2020-03-28,CE,Cear<c3><a1>,8904459,total_cases,322,3.6161657883988236
2020-03-29,CE,Cear<c3><a1>,8904459,total_cases,359,4.031687944208627
2020-03-30,CE,Cear<c3><a1>,8904459,total_cases,382,4.289985500522828
2020-03-31,CE,Cear<c3><a1>,8904459,total_cases,401,4.5033617426954295
2020-04-01,CE,Cear<c3><a1>,8904459,total_cases,445,4.997496198253033
2020-04-02,CE,Cear<c3><a1>,8904459,total_cases,565,6.345135622501041
2020-04-03,CE,Cear<c3><a1>,8904459,total_cases,658,7.389556176293248
2020-04-04,CE,Cear<c3><a1>,8904459,total_cases,745,8.366594758873054
2020-04-05,CE,Cear<c3><a1>,8904459,total_cases,963,10.814806379590271
2020-04-06,CE,Cear<c3><a1>,8904459,total_cases,1046,11.746923648028476
2020-04-07,CE,Cear<c3><a1>,8904459,total_cases,1189,13.352860628590687
2020-04-08,CE,Cear<c3><a1>,8904459,total_cases,1394,15.655077978347702
2020-04-09,CE,Cear<c3><a1>,8904459,total_cases,1445,16.227824733653105
2020-04-10,CE,Cear<c3><a1>,8904459,total_cases,1558,17.496851858153313
2020-04-11,CE,Cear<c3><a1>,8904459,total_cases,1668,18.732187997047323
2020-04-12,CE,Cear<c3><a1>,8904459,total_cases,1747,19.619383951343927
2020-04-13,CE,Cear<c3><a1>,8904459,total_cases,1936,21.74191604453454
2020-04-14,CE,Cear<c3><a1>,8904459,total_cases,2072,23.26924072534895
2020-04-15,CE,Cear<c3><a1>,8904459,total_cases,2292,25.73991300313697
2020-04-16,CE,Cear<c3><a1>,8904459,total_cases,2412,27.087552427384978
2020-04-17,CE,Cear<c3><a1>,8904459,total_cases,2747,30.849712486744
2020-04-18,CE,Cear<c3><a1>,8904459,total_cases,3062,34.387265975395024
2020-04-19,CE,Cear<c3><a1>,8904459,total_cases,3308,37.14992679510344
2020-04-20,CE,Cear<c3><a1>,8904459,total_cases,3487,39.16015560294006
2020-04-21,CE,Cear<c3><a1>,8904459,total_cases,3716,41.731900837546675
2020-04-22,CE,Cear<c3><a1>,8904459,total_cases,4116,46.2240322517067
2020-04-23,CE,Cear<c3><a1>,8904459,total_cases,4702,52.805004773451145
2020-04-24,CE,Cear<c3><a1>,8904459,total_cases,5121,57.51051242978377
2020-04-25,CE,Cear<c3><a1>,8904459,total_cases,5667,63.64227181011221
2020-04-26,CE,Cear<c3><a1>,8904459,total_cases,6260,70.30185663160445
2020-04-27,CE,Cear<c3><a1>,8904459,total_cases,6783,76.1753184556187
2020-04-28,CE,Cear<c3><a1>,8904459,total_cases,6985,78.44384481976951
2020-04-29,CE,Cear<c3><a1>,8904459,total_cases,7411,83.22796477584994
2020-04-30,CE,Cear<c3><a1>,8904459,total_cases,7861,88.28161261677998
2020-05-01,CE,Cear<c3><a1>,8904459,total_cases,8000,89.84262828320058
2020-05-02,CE,Cear<c3><a1>,8904459,total_cases,8309,93.31279980063921
2020-05-03,CE,Cear<c3><a1>,8904459,total_cases,8379,94.09892279811721
2020-05-04,CE,Cear<c3><a1>,8904459,total_cases,11040,123.98282703081681
2020-05-05,CE,Cear<c3><a1>,8904459,total_cases,11470,128.81186830103883
2020-05-06,CE,Cear<c3><a1>,8904459,total_cases,12310,138.2453442707749
2020-05-07,CE,Cear<c3><a1>,8904459,total_cases,13888,155.96680269963622
2020-05-08,CE,Cear<c3><a1>,8904459,total_cases,15134,169.9597920547447
2020-05-09,CE,Cear<c3><a1>,8904459,total_cases,15879,178.32638681361777
2020-05-10,CE,Cear<c3><a1>,8904459,total_cases,16692,187.45664391289802
2020-05-11,CE,Cear<c3><a1>,8904459,total_cases,17599,197.64255189450589
2020-05-12,CE,Cear<c3><a1>,8904459,total_cases,18412,206.77280899378616
2020-05-13,CE,Cear<c3><a1>,8904459,total_cases,19156,215.12817342412382
2020-05-14,CE,Cear<c3><a1>,8904459,total_cases,21077,236.70163454062734
2020-05-15,CE,Cear<c3><a1>,8904459,total_cases,23059,258.96014569779027
2020-05-16,CE,Cear<c3><a1>,8904459,total_cases,23795,267.22566749984475
2020-05-17,CE,Cear<c3><a1>,8904459,total_cases,24255,272.3916186261288
2020-05-18,CE,Cear<c3><a1>,8904459,total_cases,26363,296.0651511787521
2020-05-19,CE,Cear<c3><a1>,8904459,total_cases,28112,315.7069957871669
2020-02-25,AM,Amazonas,3938336,total_cases,0,0
2020-02-26,AM,Amazonas,3938336,total_cases,0,0
2020-02-27,AM,Amazonas,3938336,total_cases,0,0
2020-02-28,AM,Amazonas,3938336,total_cases,0,0
2020-02-29,AM,Amazonas,3938336,total_cases,0,0
2020-03-01,AM,Amazonas,3938336,total_cases,0,0
2020-03-02,AM,Amazonas,3938336,total_cases,0,0
2020-03-03,AM,Amazonas,3938336,total_cases,0,0
2020-03-04,AM,Amazonas,3938336,total_cases,0,0
2020-03-05,AM,Amazonas,3938336,total_cases,0,0
2020-03-06,AM,Amazonas,3938336,total_cases,0,0
2020-03-07,AM,Amazonas,3938336,total_cases,0,0
2020-03-08,AM,Amazonas,3938336,total_cases,0,0
2020-03-09,AM,Amazonas,3938336,total_cases,0,0
2020-03-10,AM,Amazonas,3938336,total_cases,0,0
2020-03-11,AM,Amazonas,3938336,total_cases,0,0
2020-03-12,AM,Amazonas,3938336,total_cases,0,0
2020-03-13,AM,Amazonas,3938336,total_cases,2,0.050782868703939936
2020-03-14,AM,Amazonas,3938336,total_cases,2,0.050782868703939936
2020-03-15,AM,Amazonas,3938336,total_cases,2,0.050782868703939936
2020-03-16,AM,Amazonas,3938336,total_cases,2,0.050782868703939936
2020-03-17,AM,Amazonas,3938336,total_cases,2,0.050782868703939936
2020-03-18,AM,Amazonas,3938336,total_cases,2,0.050782868703939936
2020-03-19,AM,Amazonas,3938336,total_cases,3,0.0761743030559099
2020-03-20,AM,Amazonas,3938336,total_cases,7,0.17774004046378977
2020-03-21,AM,Amazonas,3938336,total_cases,11,0.27930577787166966
2020-03-22,AM,Amazonas,3938336,total_cases,26,0.6601772931512192
2020-03-23,AM,Amazonas,3938336,total_cases,32,0.812525899263039
2020-03-24,AM,Amazonas,3938336,total_cases,47,1.1933974145425885
2020-03-25,AM,Amazonas,3938336,total_cases,54,1.3711374550063784
2020-03-26,AM,Amazonas,3938336,total_cases,67,1.7012261015819878
2020-03-27,AM,Amazonas,3938336,total_cases,81,2.0567061825095676
2020-03-28,AM,Amazonas,3938336,total_cases,111,2.8184492130686665
2020-03-29,AM,Amazonas,3938336,total_cases,140,3.5548008092757954
2020-03-30,AM,Amazonas,3938336,total_cases,151,3.834106587147465
2020-03-31,AM,Amazonas,3938336,total_cases,175,4.443501011594744
2020-04-01,AM,Amazonas,3938336,total_cases,200,5.078286870393994
2020-04-02,AM,Amazonas,3938336,total_cases,229,5.814638466601123
2020-04-03,AM,Amazonas,3938336,total_cases,260,6.601772931512192
2020-04-04,AM,Amazonas,3938336,total_cases,311,7.8967360834626605
2020-04-05,AM,Amazonas,3938336,total_cases,417,10.588228124771478
2020-04-06,AM,Amazonas,3938336,total_cases,532,13.508243075248023
2020-04-07,AM,Amazonas,3938336,total_cases,636,16.1489522478529
2020-04-08,AM,Amazonas,3938336,total_cases,804,20.414713218983856
2020-04-09,AM,Amazonas,3938336,total_cases,899,22.826899482421002
2020-04-10,AM,Amazonas,3938336,total_cases,981,24.90899709928254
2020-04-11,AM,Amazonas,3938336,total_cases,1050,26.66100606956847
2020-04-12,AM,Amazonas,3938336,total_cases,1206,30.622069828475784
2020-04-13,AM,Amazonas,3938336,total_cases,1275,32.37407879876171
2020-04-14,AM,Amazonas,3938336,total_cases,1484,37.68088857832343
2020-04-15,AM,Amazonas,3938336,total_cases,1554,39.458288982961335
2020-04-16,AM,Amazonas,3938336,total_cases,1719,43.64787565103638
2020-04-17,AM,Amazonas,3938336,total_cases,1809,45.933104742713674
2020-04-18,AM,Amazonas,3938336,total_cases,1897,48.167550965687035
2020-04-19,AM,Amazonas,3938336,total_cases,2044,51.90009181542662
2020-04-20,AM,Amazonas,3938336,total_cases,2160,54.845498200255136
2020-04-21,AM,Amazonas,3938336,total_cases,2270,57.63855597897183
2020-04-22,AM,Amazonas,3938336,total_cases,2479,62.945365758533555
2020-04-23,AM,Amazonas,3938336,total_cases,2888,73.33046240848927
2020-04-24,AM,Amazonas,3938336,total_cases,3194,81.10024132019208
2020-04-25,AM,Amazonas,3938336,total_cases,3635,92.29786386941083
2020-04-26,AM,Amazonas,3938336,total_cases,3833,97.3253678711009
2020-04-27,AM,Amazonas,3938336,total_cases,3928,99.73755413453804
2020-04-28,AM,Amazonas,3938336,total_cases,4337,110.12265078449376
2020-04-29,AM,Amazonas,3938336,total_cases,4801,121.90427632380782
2020-04-30,AM,Amazonas,3938336,total_cases,5254,133.40659608525021
2020-05-01,AM,Amazonas,3938336,total_cases,5723,145.31517879632412
2020-05-02,AM,Amazonas,3938336,total_cases,6062,153.92287504164196
2020-05-03,AM,Amazonas,3938336,total_cases,6683,169.6909557742153
2020-05-04,AM,Amazonas,3938336,total_cases,7313,185.68755941595637
2020-05-05,AM,Amazonas,3938336,total_cases,8109,205.8991411601245
2020-05-06,AM,Amazonas,3938336,total_cases,9243,234.6930277152584
2020-05-07,AM,Amazonas,3938336,total_cases,10099,256.42809552054473
2020-05-08,AM,Amazonas,3938336,total_cases,10727,272.3739162935819
2020-05-09,AM,Amazonas,3938336,total_cases,11925,302.7928546472419
2020-05-10,AM,Amazonas,3938336,total_cases,12599,319.90668140046967
2020-05-11,AM,Amazonas,3938336,total_cases,12919,328.03194039310006
2020-05-12,AM,Amazonas,3938336,total_cases,14168,359.7458418987105
2020-05-13,AM,Amazonas,3938336,total_cases,15816,401.590925710757
2020-05-14,AM,Amazonas,3938336,total_cases,17181,436.25023360119604
2020-05-15,AM,Amazonas,3938336,total_cases,18392,466.9992606014317
2020-05-16,AM,Amazonas,3938336,total_cases,19677,499.6272537437131
2020-05-17,AM,Amazonas,3938336,total_cases,20328,516.1570775068456
2020-05-18,AM,Amazonas,3938336,total_cases,20913,531.011066602748
2020-05-19,AM,Amazonas,3938336,total_cases,22132,561.9632250777994
2020-02-25,SC,Santa Catarina,6819190,total_cases,0,0
2020-02-26,SC,Santa Catarina,6819190,total_cases,0,0
2020-02-27,SC,Santa Catarina,6819190,total_cases,0,0
2020-02-28,SC,Santa Catarina,6819190,total_cases,0,0
2020-02-29,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-01,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-02,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-03,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-04,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-05,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-06,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-07,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-08,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-09,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-10,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-11,SC,Santa Catarina,6819190,total_cases,0,0
2020-03-12,SC,Santa Catarina,6819190,total_cases,2,0.029328996552376457
